id	filename	md5	size	state
0e2726f6-062e-43ce-879d-6ed6cd003889	TCGA-F4-6704-01A-01-TS1.10aba388-7bb8-4ec2-bd99-71cc3f91b583.svs	e900942fb7fd17955b5ca49b8d8679fe	242329625	validated
0e290d90-8cfb-45cc-811f-ece6f0ddf9b4	TCGA-AA-3862-01A-01-TS1.29e7f431-fdae-40af-88e6-61ced937931d.svs	2c6e7e99520813374928f90983e56015	58674005	validated
0e8b31cf-719c-4ab4-b742-cd4da1fa7dfb	TCGA-AA-A017-01A-01-TS1.ee6a86b2-4a1e-4b92-863e-e68589fd82be.svs	22ae0b724a69510403ab84f38a3ad9cd	97293360	validated
0e968c9c-3f9a-4878-b988-61aca470ca71	TCGA-AG-3728-01A-01-BS1.b3fc0659-e7f6-41a8-96cb-efaa6288773e.svs	c38483a2206d211dd5e2ce9937ed0c79	79078099	validated
0ebfde5d-3528-4c5c-b9f6-41d5c455ff76	TCGA-CM-4743-01A-01-BS1.d11d0a14-b3a7-4e66-8dc1-dade356b9171.svs	9e7897eb4a41a79ab9ee8c8bf31d050d	576429513	validated
0f01d147-9f38-437a-be89-a3449cf441e8	TCGA-AG-A036-11A-01-BS1.ac2526df-b23e-465f-9e8f-f64f2af76800.svs	820ca0368406134bd7ca05b48348df64	96398484	validated
0f265660-a8f3-40f9-8ae3-656f633d7479	TCGA-A6-A5ZU-01A-01-TS1.CB71D106-7AA7-4C4A-80EF-A8864EF658AD.svs	850f4e21c36839a4671f7bba3ca321d4	177458241	validated
0f68ecff-f2bd-4a0c-ab7a-70c64f958685	TCGA-AF-4110-01A-01-BS1.b95d9f5c-307e-438e-9399-f4cdb7aa6630.svs	7f93b788a88ca61d3bf5732900e7e0f5	107786649	validated
0f723492-3664-4fed-9090-d0be4ec96639	TCGA-D5-6537-01A-01-TS1.a0c564bd-1eef-4d69-8290-b19e1b699139.svs	0e6540dad8c9cddd3278d45717de4a13	50903445	validated
0f7e34ae-92c6-4a89-b00d-a31322cc3f79	TCGA-AA-A03F-11A-01-BS1.f6da16ec-2e6f-454a-af11-0012bc15b90d.svs	4e587eaf03bca3a865fe38cbd6f7b979	102199354	validated
0f9eb058-224e-4157-b508-53201e9f3eed	TCGA-AZ-4682-01B-01-BS1.ff81e251-ac2d-4ac3-918c-778ad95ce452.svs	938d883a051826c3b44408f07034da2e	132819427	validated
0fc1409f-b289-4e04-be55-acd7a4c52b24	TCGA-EI-6512-01A-01-BS1.6e568953-88c6-431a-a059-b1dd20fa19b6.svs	314f8c0d9ba9824f976391dc40de7e7f	112638187	validated
0fc49b2e-6417-4bab-b01a-20082487663c	TCGA-AA-3872-01A-01-TS1.4f7d5598-e36a-4e30-9b7b-ab55cc6fc3a0.svs	d6bf632a9245ee77227f1bc02275ef88	56714099	validated
0fd71a71-8682-4d81-9949-1fe90c7789ca	TCGA-AG-3600-01A-01-BS1.76fa6900-805f-42c0-8427-bee63f344af8.svs	52266a597aa340802bab957f749c1baa	102421911	validated
0fdebea2-0fe4-4227-aef1-a43638b66773	TCGA-G5-6572-01A-01-TS1.067c0091-e9b0-4691-8264-5036b7a9ed1b.svs	57275dc8e8cff730c7ff380a4a920c8e	157220293	validated
0fe21cbc-96cc-4792-9528-a46c7dbf3246	TCGA-A6-A565-01A-03-TS3.3DE4381F-4D6D-4A93-8654-C0CAEE317E4A.svs	c0858c8557ce896b66dd58812251bd9a	227765295	validated
0ff56ee5-e392-4d1b-a07b-f6e0f197e639	TCGA-AA-3519-11A-01-TS1.b30dad08-e97e-4ffc-955a-6d3a58a32970.svs	d7f1759f6cda5e9f1059ed988829511d	77811993	validated
10fe68b1-0a84-4633-8b66-02da8fe17b9a	TCGA-A6-5666-01A-01-TS1.b4a27272-ded8-4bf4-b4cb-17b1b64e3f9f.svs	0b9feb548bb5184f9840678741415e6c	130557461	validated
11044c0c-0736-4a5b-81ad-7777289df99f	TCGA-AA-A01V-01A-02-BS2.e2c69097-9c6e-433a-926f-fa71dc9213f3.svs	ae5869e58eb89ac19200418837ad3982	232767689	validated
1115a50b-e7d2-46ee-bf8a-4ac5ef469607	TCGA-AA-3553-01A-01-TS1.3713237d-a699-4bd7-9075-c61bcd44e254.svs	6b98e5acb128363d8d42838f1febb849	80032605	validated
118f0025-b7b0-47de-a645-f60d04bc563b	TCGA-CM-6164-01A-01-BS1.a0d90999-f7a0-4fab-bf59-78ff1817bf07.svs	2a1888e107d6898140277bd4d476c811	656694725	validated
11a624b9-f91d-4265-a71e-91f381ebf9d7	TCGA-AA-A01D-01A-02-BS2.81d0cf35-ce1a-44f3-ab54-61c3f234f92c.svs	bb6dbce7abd52032e883cf7573f7e792	245481260	validated
11d0517b-be99-4207-a938-cd4ff8ec9459	TCGA-A6-2679-01A-02-BS2.f34d3f79-d036-468e-a488-20be2d61073a.svs	715444ee2b353f2a8131697dc45a1ddd	48269545	validated
126f55ab-62f9-4dee-ae80-50e527aa2066	TCGA-A6-2671-01A-01-BS1.2aff694f-fd2f-4f61-b97e-e7346b2c77fa.svs	352312f95291d343090d1e6e25c628c7	128953879	validated
1287cb69-e4ac-4e57-bdb9-d4516e352d82	TCGA-DM-A28F-01A-01-TSA.EDC6440D-97F7-4DB5-9DE8-AF51227A776C.svs	eec4c92787609da669894fc757cb0d56	147879433	validated
128d92ee-d629-4e40-b565-f2d033610bd5	TCGA-G5-6235-01A-01-BS1.c1218866-8bfa-4c32-b765-7298a2a5ecb2.svs	9613ceacdb57e379352ebef2c2543ba0	49955375	validated
128f6d78-0b18-46de-ba18-d0b28b4b394c	TCGA-DY-A1H8-01A-02-TSB.3aceb838-ba3c-4f5b-a336-fa60f84c68e4.svs	a773e94246b4217b9ec0c02448d10fcb	100917673	validated
12b0a1fc-9255-485d-ad9a-4384c1f2b34f	TCGA-AA-A01P-01A-02-BS2.288175db-7f9c-45ff-9c0b-f1506ea25700.svs	7f5362ec04e29fa9f513225a2de08cc8	243971726	validated
12efe8f9-e2a8-487b-8c3f-b2a3dad52e26	TCGA-F4-6855-01A-01-BS1.531e6118-a433-44e1-ba96-d38fb9db688c.svs	9394b2f8cc0ef72baec5ef94b978de33	291246417	validated
13119ed3-8fe4-4d3b-8af7-d1c8dc7b53d9	TCGA-AG-3742-01A-01-TS1.a6653934-03a8-463e-b779-ac2a3376963e.svs	0c5ee5890f3e5f5eeb1ea9a8ece7cfbe	83413015	validated
136730f1-d46e-49f4-ab8c-dc7ea9c0ee52	TCGA-AA-A02W-01A-01-TS1.e03ea10c-f379-413d-a5b9-c37dab9ec896.svs	2f17e73cff36b5c685330cd677b556d8	120957379	validated
1373cdda-b8f8-4e3c-955a-5e208dcf75bb	TCGA-D5-6531-01A-01-BS1.ea053ff5-30c1-420d-a332-1efdce9500f0.svs	cc72528d7afd251f9e508649537e2368	151588973	validated
1398e79f-70d2-4817-ad19-4196811f8aa1	TCGA-CL-5918-01A-01-BS1.1434acf8-e0fa-405d-ba4d-5b8188270f6c.svs	5820fd2648f81c8a044080fc238b3ab9	44497443	validated
13d6f0b1-4676-4d4d-aa39-d7bae26e30af	TCGA-AA-3968-01A-01-BS1.f4bb9be1-4693-41a5-9c32-8abfa054ad72.svs	d5642728ce0ff1167e6aa8fe7d9c4fbf	128811719	validated
13f0eb9c-b5ef-4b0f-8fe9-dd8d9ac68b1e	TCGA-AG-4008-01A-01-BS1.d6b76b76-f047-4f20-b58a-e4e17ae2a08e.svs	7d4c45224321c3224ec901b096a5b234	73721517	validated
13fbd9c7-8889-439f-9867-779018e0156e	TCGA-G5-6572-01A-01-BS1.a027b669-bea4-41f4-8e03-a26f0c0a61c8.svs	3dbe71c162c61af7d6d912a2b396afb4	174948473	validated
1401c486-ff63-4c14-bdb0-b6b53d66bcbd	TCGA-3L-AA1B-01A-01-TS1.9C415218-D5B4-4945-B243-F42A4C8C0484.svs	32325d9292d189b50be0424edb90d9b1	304621575	validated
1477a250-5849-4566-8974-4af1a4becbc6	TCGA-AG-3598-01A-01-TS1.d7cf0416-aee9-4098-8710-3816fca09457.svs	b338cbb7ebd7eb86b126669a026aaab5	75328869	validated
14e0780b-4341-43f6-b8f5-a8976fb9fe8b	TCGA-AA-3663-11A-01-TS1.983b7ec9-1eeb-4732-a6ad-fa7953a89bf2.svs	9a0948fcc6a2c0bf037dda8336942470	42624293	validated
14eead5e-af1e-47fb-a3c6-4c0051d13d80	TCGA-AZ-6601-01A-01-TS1.24c3239f-dfec-40e7-a9cf-782be535b998.svs	ebcea623b1a5198d85b7a78529779ad0	289261305	validated
14feb5ae-63a4-4ada-b1a8-d370df695676	TCGA-D5-6538-01A-01-BS1.743464fe-dec6-445d-8fed-6564ddc53374.svs	908582d0c9cc8c8979ee1779681789c7	59396741	validated
14ffe73c-87a3-4ba4-80d6-28c38b1e815d	TCGA-A6-6142-01A-01-BS1.1a11f42a-0262-48f3-92f1-908b51f82752.svs	a43a21de1006f979e227697692e73b79	45456247	validated
151b08bb-cfa8-4e1a-845b-3cb867643f1a	TCGA-AG-A01L-01A-01-TS1.7052f5e4-8267-45d6-ac02-b36722a803e0.svs	30b519b61b2f7f9cdd5f2aa257ef7484	142080660	validated
159eb2d7-8a60-4c95-8be0-22a005418fce	TCGA-EF-5830-01A-01-TS1.f2b0b4b9-c1d4-4f66-b6af-8c3260748cc4.svs	d097743712260b1e7b947e0a82ff0d27	85700587	validated
15a253c1-48fc-4fc1-9e4f-79f38668bdb7	TCGA-AG-3575-01A-01-TS1.516f9e8c-6da7-4baf-ac94-31a50f6b4c98.svs	abb567ab2e9cf0a74a3cdf270e15223d	76300297	validated
15ac6b87-a901-474a-8013-6d0318f8f5e5	TCGA-AA-3655-11A-01-TS1.2046b9c5-3286-4b10-84be-a94d9ff45f63.svs	98bcd3c9332ac10b81bdefcee0077ed5	86384115	validated
15c38fef-7e7d-4bf5-b365-fa8dfb02d472	TCGA-AG-A00Y-01A-02-BS2.97ace645-b949-4c61-a398-1e1146693b91.svs	dfa205e4f5f6539a2f56b54b338c09f1	162972287	validated
16044edb-15e6-45b3-b0d0-b28b5fa53bc4	TCGA-AF-3913-01A-01-BS1.11c647da-c6d3-4cd3-b2ce-a98a60fdee5c.svs	f7593fcacf81fd067d74caa17efdbd47	152727131	validated
161038dc-8efa-4853-adb5-ac9cd23c5c4e	TCGA-AG-A032-01A-01-TS1.d9a00972-bb17-4679-ac14-08df23a8874f.svs	9982eb80eb955483af23fbb0516b24d5	148605673	validated
161411fb-857d-4e64-ba7f-b1ae4f1fb157	TCGA-AF-6672-01A-01-BS1.435b8505-b4b4-48dc-b83e-cfe38c6583ce.svs	62bcb1dbc140b5f5b6a6793cf0fa89f7	145085527	validated
161957f7-b3c4-4066-87ba-370c0153d4f1	TCGA-AZ-6600-01A-01-BS1.5c772252-6a7b-4165-b59f-ae4212a70e5d.svs	cd2f396609a677d23a886c68e86bbb6c	574726349	validated
16612413-80bf-4f17-bf55-73624da780f5	TCGA-A6-6648-01A-01-BS1.0ec656d2-a1be-444f-af9b-183b136ed3a9.svs	fcfc28f6296efdcaad6efe3519a2e99d	119928401	validated
16681f25-8c85-4342-9089-9dde54e9a613	TCGA-AG-A01N-01A-02-BS2.835bb802-a7c2-4636-a73a-bc41406c4339.svs	bcf485de59c86b1a5b22c91c7f4fc191	336994778	validated
16822408-d4a4-4280-a74e-003443f9e555	TCGA-AA-3678-01A-01-BS1.ea36c8b4-5640-4fd7-a15f-41c2c0c65686.svs	5aa276850aca5c1f79dcceea6b58c68e	30334433	validated
16928d97-fc81-4d05-b299-42a838a27199	TCGA-AA-3514-01A-01-BS1.6ba3cd6f-4d50-40c7-b81d-f8c420e17597.svs	79c1d1f2db996e00be8ca314b5a333b9	89689375	validated
16a01e41-eecb-4613-98e5-83da3b9f5dc3	TCGA-AG-3583-01A-01-BS1.b90fa674-62d6-40d0-aa0d-54868d860c79.svs	8597a96757c481ffd58a90edb0fd2b0b	94212801	validated
